616.0,483.0
589.0,444.0
345.0,625.0
357.0,572.0
410.0,500.0
396.0,589.0
406.0,628.0
402.0,433.0
643.0,429.0
444.0,427.0
566.0,376.0
435.0,731.0
494.0,438.0
558.0,348.0
535.0,414.0
432.0,434.0
332.0,476.0
567.0,652.0
463.0,307.0
261.0,580.0
741.0,214.0
589.0,484.0
634.0,520.0
517.0,615.0
671.0,663.0
362.0,577.0
552.0,263.0
354.0,519.0
611.0,330.0
312.0,311.0
541.0,698.0
567.0,334.0
613.0,589.0
427.0,688.0
433.0,598.0
747.0,608.0
489.0,566.0
545.0,451.0
523.0,490.0
742.0,592.0
308.0,679.0
497.0,491.0
450.0,509.0
486.0,509.0
380.0,553.0
316.0,540.0
474.0,542.0
521.0,279.0
673.0,490.0
441.0,748.0
632.0,534.0
420.0,343.0
357.0,552.0
438.0,457.0
581.0,544.0
275.0,427.0
626.0,423.0
380.0,315.0
436.0,583.0
640.0,615.0
536.0,625.0
469.0,397.0
575.0,545.0
609.0,399.0
487.0,494.0
578.0,511.0
393.0,419.0
579.0,354.0
476.0,437.0
379.0,596.0
465.0,412.0
574.0,527.0
556.0,338.0
436.0,520.0
463.0,439.0
570.0,653.0
633.0,538.0
526.0,503.0
470.0,517.0
641.0,457.0
689.0,506.0
499.0,427.0
454.0,375.0
440.0,450.0
519.0,540.0
514.0,461.0
566.0,462.0
607.0,510.0
579.0,482.0
610.0,428.0
594.0,586.0
337.0,448.0
428.0,598.0
451.0,528.0
429.0,642.0
356.0,535.0
483.0,467.0
466.0,507.0
356.0,631.0
445.0,575.0
591.0,629.0
468.0,309.0
420.0,445.0
418.0,302.0
335.0,656.0
355.0,452.0
351.0,560.0
344.0,445.0
574.0,631.0
461.0,562.0
327.0,490.0
443.0,567.0
522.0,340.0
542.0,552.0
419.0,575.0
654.0,685.0
532.0,448.0
620.0,496.0
583.0,541.0
619.0,306.0
667.0,397.0
396.0,605.0
465.0,434.0
379.0,526.0
521.0,472.0
455.0,457.0
707.0,512.0
453.0,328.0
430.0,547.0
514.0,630.0
434.0,531.0
443.0,603.0
569.0,452.0
587.0,775.0
628.0,448.0
649.0,521.0
612.0,663.0
492.0,547.0
517.0,552.0
630.0,676.0
484.0,343.0
601.0,407.0
488.0,463.0
618.0,499.0
385.0,551.0
412.0,523.0
516.0,382.0
441.0,380.0
441.0,407.0
438.0,433.0
467.0,635.0
495.0,330.0
375.0,440.0
558.0,537.0
245.0,525.0
541.0,619.0
440.0,567.0
529.0,513.0
666.0,585.0
514.0,487.0
314.0,405.0
363.0,386.0
624.0,505.0
398.0,774.0
517.0,550.0
517.0,396.0
455.0,310.0
395.0,461.0
563.0,467.0
625.0,464.0
535.0,464.0
569.0,573.0
573.0,623.0
496.0,509.0
511.0,622.0
416.0,553.0
574.0,587.0
496.0,379.0
584.0,428.0
470.0,504.0
577.0,639.0
290.0,445.0
635.0,462.0
475.0,635.0
357.0,581.0
536.0,371.0
669.0,526.0
520.0,360.0
384.0,419.0
492.0,319.0
448.0,672.0
485.0,705.0
369.0,413.0
714.0,483.0
377.0,491.0
521.0,556.0
427.0,587.0
465.0,337.0
311.0,495.0
310.0,376.0
557.0,477.0
604.0,452.0
396.0,492.0
333.0,517.0
469.0,397.0
488.0,524.0
753.0,608.0
628.0,281.0
530.0,507.0
411.0,304.0
470.0,515.0
400.0,626.0
468.0,444.0
414.0,510.0
453.0,485.0
395.0,518.0
591.0,611.0
569.0,359.0
539.0,385.0
415.0,523.0
489.0,566.0
528.0,540.0
540.0,598.0
457.0,532.0
512.0,419.0
525.0,738.0
420.0,434.0
600.0,467.0
510.0,595.0
331.0,423.0
508.0,467.0
607.0,583.0
446.0,635.0
467.0,528.0
459.0,436.0
431.0,345.0
620.0,506.0
472.0,650.0
580.0,659.0
416.0,447.0
429.0,500.0
454.0,602.0
435.0,642.0
484.0,490.0
597.0,732.0
664.0,521.0
557.0,331.0
488.0,402.0
422.0,447.0
492.0,500.0
464.0,368.0
570.0,482.0
454.0,725.0
433.0,423.0
376.0,339.0
516.0,416.0
630.0,475.0
259.0,595.0
443.0,364.0
397.0,573.0
558.0,538.0
438.0,336.0
600.0,440.0
439.0,337.0
515.0,491.0
442.0,485.0
543.0,398.0
587.0,508.0
586.0,392.0
569.0,520.0
498.0,565.0
413.0,417.0
484.0,452.0
509.0,487.0
506.0,487.0
622.0,529.0
461.0,544.0
481.0,658.0
519.0,746.0
204.0,516.0
566.0,526.0
341.0,554.0
566.0,482.0
484.0,632.0
522.0,355.0
441.0,644.0
385.0,519.0
538.0,427.0
440.0,400.0
560.0,442.0
441.0,615.0
500.0,417.0
537.0,457.0
491.0,487.0
502.0,556.0
709.0,387.0
731.0,462.0
611.0,404.0
384.0,579.0
633.0,587.0
615.0,737.0
698.0,362.0
531.0,419.0
425.0,458.0
523.0,533.0
330.0,601.0
573.0,449.0
510.0,317.0
359.0,472.0
603.0,542.0
558.0,395.0
518.0,564.0
590.0,246.0
459.0,535.0
395.0,544.0
604.0,480.0
558.0,517.0
330.0,486.0
396.0,503.0
406.0,437.0
425.0,655.0
464.0,220.0
568.0,398.0
442.0,611.0
432.0,469.0
605.0,616.0
350.0,670.0
596.0,510.0
525.0,501.0
534.0,632.0
603.0,431.0
419.0,477.0
665.0,658.0
418.0,528.0
482.0,433.0
656.0,628.0
526.0,591.0
467.0,438.0
618.0,507.0
442.0,374.0
481.0,593.0
496.0,517.0
578.0,316.0
766.0,529.0
389.0,408.0
385.0,508.0
515.0,353.0
569.0,520.0
568.0,520.0
405.0,526.0
581.0,502.0
316.0,596.0
377.0,561.0
494.0,468.0
451.0,556.0
531.0,607.0
464.0,729.0
531.0,438.0
377.0,508.0
525.0,473.0
495.0,340.0
565.0,619.0
504.0,572.0
447.0,522.0
508.0,652.0
498.0,501.0
554.0,556.0
658.0,668.0
329.0,592.0
433.0,519.0
400.0,457.0
274.0,478.0
364.0,443.0
477.0,343.0
581.0,489.0
702.0,366.0
502.0,413.0
742.0,415.0
350.0,662.0
430.0,492.0
538.0,581.0
572.0,560.0
413.0,635.0
465.0,427.0
598.0,482.0
543.0,381.0
359.0,506.0
558.0,446.0
557.0,452.0
613.0,399.0
466.0,619.0
443.0,533.0
480.0,579.0
384.0,674.0
686.0,417.0
515.0,500.0
664.0,692.0
506.0,585.0
428.0,479.0
448.0,597.0
564.0,378.0
383.0,363.0
735.0,354.0
474.0,529.0
434.0,324.0
594.0,721.0
567.0,523.0
462.0,631.0
338.0,385.0
